s,a,r,sp
UK963_49,w,0.0,UK963_48
UK963_5,b,17.998560115190784,travel
UK963_5,w,0.0,UK963_4
UK963_6,b,13.798813302056024,travel
UK963_6,w,0.0,UK963_5
UK963_7,b,15.895724050230488,travel
UK963_7,w,0.0,UK963_6
UK963_8,b,13.798813302056024,travel
UK963_8,w,0.0,UK963_7
UK963_9,b,19.876764062810576,travel
UK963_9,w,0.0,UK963_8
UK969_0,b,7.8782190446309714,travel
UK969_1,b,10.391978436610701,travel
UK969_1,w,0.0,UK969_0
UK969_10,b,16.630980403315977,travel
UK969_10,w,0.0,UK969_9
UK969_11,b,17.280110592707793,travel
UK969_11,w,0.0,UK969_10
UK969_12,b,15.332720024532351,travel
UK969_12,w,0.0,UK969_11
UK969_13,b,19.311352581571835,travel
UK969_13,w,0.0,UK969_12
UK969_14,b,20.14271240270917,travel
UK969_14,w,0.0,UK969_13
UK969_15,b,18.24100450806919,travel
UK969_15,w,0.0,UK969_14
UK969_16,b,20.14271240270917,travel
UK969_16,w,0.0,UK969_15
UK969_17,b,18.487188336404845,travel
UK969_17,w,0.0,UK969_16
UK969_18,b,18.39998440248091,travel
UK969_18,w,0.0,UK969_17
UK969_19,b,17.529007434450566,travel
UK969_19,w,0.0,UK969_18
UK969_2,b,12.478009164346851,travel
UK969_2,w,0.0,UK969_1
UK969_20,b,17.698993989808212,travel
UK969_20,w,0.0,UK969_19
UK969_21,b,15.43641498294903,travel
UK969_21,w,0.0,UK969_20
UK969_22,b,17.89063010716174,travel
UK969_22,w,0.0,UK969_21
UK969_23,b,16.83671758638658,travel
UK969_23,w,0.0,UK969_22
UK969_24,b,17.961524875707134,travel
UK969_24,w,0.0,UK969_23
UK969_25,b,17.363692884341724,travel
UK969_25,w,0.0,UK969_24
UK969_26,b,18.7666679687669,travel
UK969_26,w,0.0,UK969_25
UK969_27,b,17.419514357446158,travel
UK969_27,w,0.0,UK969_26
UK969_28,b,17.89063010716174,travel
UK969_28,w,0.0,UK969_27
UK969_29,b,18.24100450806919,travel
UK969_29,w,0.0,UK969_28
UK969_3,b,13.372559507889811,travel
UK969_3,w,0.0,UK969_2
UK969_30,b,18.24100450806919,travel
UK969_30,w,0.0,UK969_29
UK969_31,b,18.24100450806919,travel
UK969_31,w,0.0,UK969_30
UK969_32,b,17.698993989808212,travel
UK969_32,w,0.0,UK969_31
UK969_33,b,15.873442625372666,travel
UK969_33,w,0.0,UK969_32
UK969_34,b,17.698993989808212,travel
UK969_34,w,0.0,UK969_33
UK969_35,b,18.7666679687669,travel
UK969_35,w,0.0,UK969_34
UK969_36,b,18.24100450806919,travel
UK969_36,w,0.0,UK969_35
UK969_37,b,17.536320386896588,travel
UK969_37,w,0.0,UK969_36
UK969_38,b,16.986996916189586,travel
UK969_38,w,0.0,UK969_37
UK969_39,b,16.326490650770367,travel
UK969_39,w,0.0,UK969_38
UK969_4,b,14.025946346770658,travel
UK969_4,w,0.0,UK969_3
UK969_40,b,17.64317251670378,travel
UK969_40,w,0.0,UK969_39
UK969_41,b,17.698993989808212,travel
UK969_41,w,0.0,UK969_40
UK969_42,b,13.78061575368536,travel
UK969_42,w,0.0,UK969_41
UK969_43,b,16.529189106653842,travel
UK969_43,w,0.0,UK969_42
UK969_44,b,17.72269693900448,travel
UK969_44,w,0.0,UK969_43
UK969_45,b,15.073206809369468,travel
UK969_45,w,0.0,UK969_44
UK969_46,b,0.0,UK969_45
UK969_46,w,0.0,UK969_45
UK969_47,b,12.712941774726671,travel
UK969_47,w,0.0,UK969_46
UK969_48,b,12.712941774726671,travel
UK969_48,w,0.0,UK969_47
UK969_49,b,9.726680284019064,travel
UK969_49,w,0.0,UK969_48
UK969_5,b,13.372559507889811,travel
UK969_5,w,0.0,UK969_4
UK969_6,b,15.332720024532351,travel
UK969_6,w,0.0,UK969_5
UK969_7,b,14.025946346770658,travel
UK969_7,w,0.0,UK969_6
UK969_8,b,16.630980403315977,travel
UK969_8,w,0.0,UK969_7
UK969_9,b,17.280110592707793,travel
UK969_9,w,0.0,UK969_8
UK975_0,b,0.0,travel
UK975_0,w,0.0,notravel
UK975_1,b,5.198045534878886,travel
UK975_1,w,0.0,UK975_0
UK975_10,b,0.0,UK975_9
UK975_10,w,0.0,UK975_9
UK975_11,b,0.0,UK975_10
UK975_11,w,0.0,UK975_10
UK975_12,b,11.828720132481665,travel
UK975_12,w,0.0,UK975_11
UK975_13,b,9.898050084133425,travel
UK975_13,w,0.0,UK975_12
UK975_14,b,0.0,UK975_13
UK975_14,w,0.0,UK975_13
UK975_15,b,0.0,UK975_14
UK975_15,w,0.0,UK975_14
UK975_16,b,0.0,UK975_15
UK975_16,w,0.0,UK975_15
UK975_17,b,15.064778547755347,travel
UK975_17,w,0.0,UK975_16
UK975_18,b,0.0,UK975_17
UK975_18,w,0.0,UK975_17
UK975_19,b,13.372559507889811,travel
UK975_19,w,0.0,UK975_18
UK975_2,b,9.971083856815236,travel
UK975_2,w,0.0,UK975_1
UK975_20,b,16.669444907484582,travel
UK975_20,w,0.0,UK975_19
UK975_21,b,0.0,UK975_20
UK975_21,w,0.0,UK975_20
UK975_22,b,0.0,UK975_21
UK975_22,w,0.0,UK975_21
UK975_23,b,18.26817683595177,travel
UK975_23,w,0.0,UK975_22
UK975_24,b,18.26817683595177,travel
UK975_24,w,0.0,UK975_23
UK975_25,b,14.83019427554501,travel
UK975_25,w,0.0,UK975_24
UK975_26,b,11.726078799249532,travel
UK975_26,w,0.0,UK975_25
UK975_27,b,15.064778547755347,travel
UK975_27,w,0.0,UK975_26
UK975_28,b,0.0,UK975_27
UK975_28,w,0.0,UK975_27
UK975_29,b,15.064778547755347,travel
UK975_29,w,0.0,UK975_28
UK975_3,b,11.828720132481665,travel
UK975_3,w,0.0,UK975_2
UK975_30,b,18.26817683595177,travel
UK975_30,w,0.0,UK975_29
UK975_31,b,20.20610224287735,travel
UK975_31,w,0.0,UK975_30
UK975_32,b,18.26817683595177,travel
UK975_32,w,0.0,UK975_31
UK975_33,b,18.26817683595177,travel
UK975_33,w,0.0,UK975_32
UK975_34,b,16.669444907484582,travel
UK975_34,w,0.0,UK975_33
UK975_35,b,0.0,UK975_34
UK975_35,w,0.0,UK975_34
UK975_36,b,15.064778547755347,travel
UK975_36,w,0.0,UK975_35
UK975_37,b,20.20610224287735,travel
UK975_37,w,0.0,UK975_36
UK975_38,b,16.669444907484582,travel
UK975_38,w,0.0,UK975_37
UK975_39,b,20.20610224287735,travel
UK975_39,w,0.0,UK975_38
UK975_4,b,11.828720132481665,travel
UK975_4,w,0.0,UK975_3
UK975_40,b,13.187392852433074,travel
UK975_40,w,0.0,UK975_39
UK975_41,b,13.372559507889811,travel
UK975_41,w,0.0,UK975_40
UK975_42,b,0.0,UK975_41
UK975_42,w,0.0,UK975_41
UK975_43,b,13.187392852433074,travel
UK975_43,w,0.0,UK975_42
UK975_44,b,13.187392852433074,travel
UK975_44,w,0.0,UK975_43
UK975_45,b,19.786307874950534,travel
UK975_45,w,0.0,UK975_44
UK975_46,b,20.20610224287735,travel
UK975_46,w,0.0,UK975_45
UK975_47,b,15.064778547755347,travel
UK975_47,w,0.0,UK975_46
UK975_48,b,13.372559507889811,travel
UK975_48,w,0.0,UK975_47
UK975_5,b,14.10636196924813,travel
UK975_5,w,0.0,UK975_4
UK975_6,b,14.10636196924813,travel
UK975_6,w,0.0,UK975_5
UK975_7,b,0.0,UK975_6
UK975_7,w,0.0,UK975_6
UK975_8,b,9.971083856815236,travel
UK975_8,w,0.0,UK975_7
UK975_9,b,11.828720132481665,travel
UK975_9,w,0.0,UK975_8
UK977_0,b,5.1698288786641164,travel
UK977_1,b,5.1698288786641164,travel
UK977_1,w,0.0,UK977_0
UK977_10,b,13.900472616068946,travel
UK977_10,w,0.0,UK977_9
UK977_11,b,19.66955153422502,travel
UK977_11,w,0.0,UK977_10
UK977_12,b,9.867771857114663,travel
UK977_12,w,0.0,UK977_11
UK977_13,b,19.786307874950534,travel
UK977_13,w,0.0,UK977_12
UK977_14,b,13.187392852433074,travel
UK977_14,w,0.0,UK977_13
UK977_15,b,19.786307874950534,travel
UK977_15,w,0.0,UK977_14
UK977_16,b,19.786307874950534,travel
UK977_16,w,0.0,UK977_15
UK977_17,b,17.924359204158453,travel
UK977_17,w,0.0,UK977_16
UK977_18,b,16.105653084232564,travel
UK977_18,w,0.0,UK977_17
UK977_19,b,9.796238244514107,travel
UK977_19,w,0.0,UK977_18
UK977_2,b,7.095721280068119,travel
UK977_2,w,0.0,UK977_1
UK977_20,b,17.924359204158453,travel
UK977_20,w,0.0,UK977_19
UK977_21,b,11.583458820803893,travel
UK977_21,w,0.0,UK977_20
UK977_22,b,17.593244194229417,travel
UK977_22,w,0.0,UK977_21
UK977_23,b,19.786307874950534,travel
UK977_23,w,0.0,UK977_22
UK977_24,b,19.786307874950534,travel
UK977_24,w,0.0,UK977_23
UK977_25,b,17.593244194229417,travel
UK977_25,w,0.0,UK977_24
UK977_26,b,9.796238244514107,travel
UK977_26,w,0.0,UK977_25
UK977_27,b,16.382699868938403,travel
UK977_27,w,0.0,UK977_26
UK977_28,b,11.444266422522317,travel
UK977_28,w,0.0,UK977_27
UK977_29,b,17.924359204158453,travel
UK977_29,w,0.0,UK977_28
UK977_3,b,8.338197281747686,travel
UK977_3,w,0.0,UK977_2
UK977_30,b,19.786307874950534,travel
UK977_30,w,0.0,UK977_29
UK977_31,b,19.786307874950534,travel
UK977_31,w,0.0,UK977_30
UK977_32,b,19.786307874950534,travel
UK977_32,w,0.0,UK977_31
UK977_33,b,13.187392852433074,travel
UK977_33,w,0.0,UK977_32
UK977_34,b,19.786307874950534,travel
UK977_34,w,0.0,UK977_33
UK977_35,b,13.187392852433074,travel
UK977_35,w,0.0,UK977_34
UK977_36,b,19.786307874950534,travel
UK977_36,w,0.0,UK977_35
UK977_37,b,19.786307874950534,travel
UK977_37,w,0.0,UK977_36
UK977_38,b,19.786307874950534,travel
UK977_38,w,0.0,UK977_37
UK977_39,b,19.786307874950534,travel
UK977_39,w,0.0,UK977_38
UK977_4,b,11.68360789811894,travel
UK977_4,w,0.0,UK977_3
UK977_40,b,13.007284079084288,travel
UK977_40,w,0.0,UK977_39
UK977_41,b,19.786307874950534,travel
UK977_41,w,0.0,UK977_40
UK977_42,b,13.187392852433074,travel
UK977_42,w,0.0,UK977_41
UK977_43,b,17.593244194229417,travel
UK977_43,w,0.0,UK977_42
UK977_44,b,19.38360147315371,travel
UK977_44,w,0.0,UK977_43
UK977_45,b,19.38360147315371,travel
UK977_45,w,0.0,UK977_44
UK977_46,b,14.83019427554501,travel
UK977_46,w,0.0,UK977_45
UK977_47,b,9.796238244514107,travel
UK977_47,w,0.0,UK977_46
UK977_48,b,14.83019427554501,travel
UK977_48,w,0.0,UK977_47
UK977_49,b,11.583458820803893,travel
UK977_49,w,0.0,UK977_48
UK977_5,b,7.095721280068119,travel
UK977_5,w,0.0,UK977_4
UK977_6,b,13.900472616068946,travel
UK977_6,w,0.0,UK977_5
UK977_7,b,9.867771857114663,travel
UK977_7,w,0.0,UK977_6
UK977_8,b,17.828489926903192,travel
UK977_8,w,0.0,UK977_7
UK977_9,b,17.828489926903192,travel
UK977_9,w,0.0,UK977_8
UK979_0,b,5.150391429748661,travel
UK979_1,b,9.796238244514107,travel
UK979_1,w,0.0,UK979_0
UK979_10,b,17.280110592707793,travel
UK979_10,w,0.0,UK979_9
UK979_11,b,15.332720024532351,travel
UK979_11,w,0.0,UK979_10
UK979_12,b,13.372559507889811,travel
UK979_12,w,0.0,UK979_11
UK979_13,b,17.626582289395095,travel
UK979_13,w,0.0,UK979_12
UK979_14,b,17.89467138678061,travel
UK979_14,w,0.0,UK979_13
UK979_15,b,18.02695795122798,travel
UK979_15,w,0.0,UK979_14
UK979_16,b,17.698993989808212,travel
UK979_16,w,0.0,UK979_15
UK979_17,b,17.802718513149248,travel
UK979_17,w,0.0,UK979_16
UK979_18,b,17.206476570130274,travel
UK979_18,w,0.0,UK979_17
UK979_19,b,17.529007434450566,travel
UK979_19,w,0.0,UK979_18
UK979_2,b,13.372559507889811,travel
UK979_2,w,0.0,UK979_1
UK979_20,b,18.24100450806919,travel
UK979_20,w,0.0,UK979_19
UK979_21,b,18.746570343258696,travel
UK979_21,w,0.0,UK979_20
UK979_22,b,19.772800648805898,travel
UK979_22,w,0.0,UK979_21
UK979_23,b,16.83671758638658,travel
UK979_23,w,0.0,UK979_22
UK979_24,b,17.961524875707134,travel
UK979_24,w,0.0,UK979_23
UK979_25,b,17.89063010716174,travel
UK979_25,w,0.0,UK979_24
UK979_26,b,17.698993989808212,travel
UK979_26,w,0.0,UK979_25
UK979_27,b,18.746570343258696,travel
UK979_27,w,0.0,UK979_26
UK979_28,b,17.363692884341724,travel
UK979_28,w,0.0,UK979_27
UK979_29,b,18.7666679687669,travel
UK979_29,w,0.0,UK979_28
UK979_3,b,13.42957945107535,travel
UK979_3,w,0.0,UK979_2
UK979_30,b,18.24100450806919,travel
UK979_30,w,0.0,UK979_29
UK979_31,b,18.24100450806919,travel
UK979_31,w,0.0,UK979_30
UK979_32,b,18.24100450806919,travel
UK979_32,w,0.0,UK979_31
UK979_33,b,20.19202009734898,travel
UK979_33,w,0.0,UK979_32
UK979_34,b,17.698993989808212,travel
UK979_34,w,0.0,UK979_33
UK979_35,b,16.965367912367753,travel
UK979_35,w,0.0,UK979_34
UK979_36,b,18.7666679687669,travel
UK979_36,w,0.0,UK979_35
UK979_37,b,16.2947070681256,travel
UK979_37,w,0.0,UK979_36
UK979_38,b,16.986996916189586,travel
UK979_38,w,0.0,UK979_37
UK979_39,b,16.735360820414687,travel
UK979_39,w,0.0,UK979_38
UK979_4,b,15.332720024532351,travel
UK979_4,w,0.0,UK979_3
UK979_40,b,17.244496582131568,travel
UK979_40,w,0.0,UK979_39
UK979_41,b,17.698993989808212,travel
UK979_41,w,0.0,UK979_40
UK979_42,b,12.099636520260187,travel
UK979_42,w,0.0,UK979_41
UK979_43,b,17.206476570130274,travel
UK979_43,w,0.0,UK979_42
UK979_44,b,17.89063010716174,travel
UK979_44,w,0.0,UK979_43
UK979_45,b,17.967466961224343,travel
UK979_45,w,0.0,UK979_44
UK979_46,b,16.28231279501699,travel
UK979_46,w,0.0,UK979_45
UK979_47,b,11.717521277824135,travel
UK979_47,w,0.0,UK979_46
UK979_48,b,12.304071605082349,travel
UK979_48,w,0.0,UK979_47
UK979_49,b,10.899780938535491,travel
UK979_49,w,0.0,UK979_48
UK979_5,b,12.776192612194505,travel
UK979_5,w,0.0,UK979_4
UK979_6,b,14.679333185651506,travel
UK979_6,w,0.0,UK979_5
UK979_7,b,13.372559507889811,travel
UK979_7,w,0.0,UK979_6
UK979_8,b,15.332720024532351,travel
UK979_8,w,0.0,UK979_7
UK979_9,b,16.630980403315977,travel
UK979_9,w,0.0,UK979_8
UK981_0,b,5.198045534878886,travel
UK981_1,b,5.198045534878886,travel
UK981_1,w,0.0,UK981_0
UK981_10,b,16.16553507921112,travel
UK981_10,w,0.0,UK981_9
UK981_11,b,14.10636196924813,travel
UK981_11,w,0.0,UK981_10
UK981_12,b,9.971083856815236,travel
UK981_12,w,0.0,UK981_11
UK981_13,b,18.26817683595177,travel
UK981_13,w,0.0,UK981_12
UK981_14,b,13.372559507889811,travel
UK981_14,w,0.0,UK981_13
UK981_15,b,18.26817683595177,travel
UK981_15,w,0.0,UK981_14
UK981_16,b,20.20610224287735,travel
UK981_16,w,0.0,UK981_15
UK981_17,b,18.26817683595177,travel
UK981_17,w,0.0,UK981_16
UK981_18,b,16.382699868938403,travel
UK981_18,w,0.0,UK981_17
UK981_19,b,9.898050084133425,travel
UK981_19,w,0.0,UK981_18
UK981_2,b,8.411843876177658,travel
UK981_2,w,0.0,UK981_1
UK981_20,b,16.669444907484582,travel
UK981_20,w,0.0,UK981_19
UK981_21,b,11.726078799249532,travel
UK981_21,w,0.0,UK981_20
UK981_22,b,19.786307874950534,travel
UK981_22,w,0.0,UK981_21
UK981_23,b,20.20610224287735,travel
UK981_23,w,0.0,UK981_22
UK981_24,b,20.20610224287735,travel
UK981_24,w,0.0,UK981_23
UK981_25,b,19.786307874950534,travel
UK981_25,w,0.0,UK981_24
UK981_26,b,9.898050084133425,travel
UK981_26,w,0.0,UK981_25
UK981_27,b,18.26817683595177,travel
UK981_27,w,0.0,UK981_26
UK981_28,b,13.187392852433074,travel
UK981_28,w,0.0,UK981_27
UK981_29,b,20.20610224287735,travel
UK981_29,w,0.0,UK981_28
UK981_3,b,8.411843876177658,travel
UK981_3,w,0.0,UK981_2
UK981_30,b,20.20610224287735,travel
UK981_30,w,0.0,UK981_29
UK981_31,b,20.20610224287735,travel
UK981_31,w,0.0,UK981_30
UK981_32,b,20.20610224287735,travel
UK981_32,w,0.0,UK981_31
UK981_33,b,13.372559507889811,travel
UK981_33,w,0.0,UK981_32
UK981_34,b,20.20610224287735,travel
UK981_34,w,0.0,UK981_33
UK981_35,b,13.372559507889811,travel
UK981_35,w,0.0,UK981_34
UK981_36,b,20.20610224287735,travel
UK981_36,w,0.0,UK981_35
UK981_37,b,20.20610224287735,travel
UK981_37,w,0.0,UK981_36
UK981_38,b,20.20610224287735,travel
UK981_38,w,0.0,UK981_37
UK981_39,b,20.20610224287735,travel
UK981_39,w,0.0,UK981_38
UK981_4,b,11.828720132481665,travel
UK981_4,w,0.0,UK981_3
UK981_40,b,13.187392852433074,travel
UK981_40,w,0.0,UK981_39
UK981_41,b,20.20610224287735,travel
UK981_41,w,0.0,UK981_40
UK981_42,b,13.372559507889811,travel
UK981_42,w,0.0,UK981_41
UK981_43,b,17.924359204158453,travel
UK981_43,w,0.0,UK981_42
UK981_44,b,19.786307874950534,travel
UK981_44,w,0.0,UK981_43
UK981_45,b,17.924359204158453,travel
UK981_45,w,0.0,UK981_44
UK981_46,b,20.20610224287735,travel
UK981_46,w,0.0,UK981_45
UK981_47,b,9.898050084133425,travel
UK981_47,w,0.0,UK981_46
UK981_48,b,16.669444907484582,travel
UK981_48,w,0.0,UK981_47
UK981_49,b,11.726078799249532,travel
UK981_49,w,0.0,UK981_48
UK981_5,b,7.14898484415213,travel
UK981_5,w,0.0,UK981_4
UK981_6,b,0.0,UK981_5
UK981_6,w,0.0,UK981_5
UK981_7,b,8.411843876177658,travel
UK981_7,w,0.0,UK981_6
UK981_8,b,18.16860465116279,travel
UK981_8,w,0.0,UK981_7
UK981_9,b,14.10636196924813,travel
UK981_9,w,0.0,UK981_8
UK985_0,b,5.184033177812338,travel
UK985_1,b,5.184033177812338,travel
UK985_1,w,0.0,UK985_0
UK985_10,b,13.601741022850925,travel
UK985_10,w,0.0,UK985_9
UK985_11,b,17.664723547076488,travel
UK985_11,w,0.0,UK985_10
UK985_12,b,9.918666931164452,travel
UK985_12,w,0.0,UK985_11
UK985_13,b,19.58096729978461,travel
UK985_13,w,0.0,UK985_12
UK985_14,b,12.919896640826874,travel
UK985_14,w,0.0,UK985_13
UK985_15,b,19.58096729978461,travel
UK985_15,w,0.0,UK985_14
UK985_16,b,19.58096729978461,travel
UK985_16,w,0.0,UK985_15
UK985_17,b,19.58096729978461,travel
UK985_17,w,0.0,UK985_16
UK985_18,b,0.0,UK985_17
UK985_18,w,0.0,UK985_17
UK985_19,b,11.655011655011656,travel
UK985_19,w,0.0,UK985_18
UK985_2,b,9.918666931164452,travel
UK985_2,w,0.0,UK985_1
UK985_20,b,19.58096729978461,travel
UK985_20,w,0.0,UK985_19
UK985_21,b,11.655011655011656,travel
UK985_21,w,0.0,UK985_20
UK985_22,b,19.18649270913277,travel
UK985_22,w,0.0,UK985_21
UK985_23,b,19.58096729978461,travel
UK985_23,w,0.0,UK985_22
UK985_24,b,19.58096729978461,travel
UK985_24,w,0.0,UK985_23
UK985_25,b,17.43071291615827,travel
UK985_25,w,0.0,UK985_24
UK985_26,b,11.655011655011656,travel
UK985_26,w,0.0,UK985_25
UK985_27,b,19.58096729978461,travel
UK985_27,w,0.0,UK985_26
UK985_28,b,12.746972594008923,travel
UK985_28,w,0.0,UK985_27
UK985_29,b,19.58096729978461,travel
UK985_29,w,0.0,UK985_28
UK985_3,b,9.918666931164452,travel
UK985_3,w,0.0,UK985_2
UK985_30,b,19.58096729978461,travel
UK985_30,w,0.0,UK985_29
UK985_31,b,19.58096729978461,travel
UK985_31,w,0.0,UK985_30
UK985_32,b,19.58096729978461,travel
UK985_32,w,0.0,UK985_31
UK985_33,b,14.602803738317757,travel
UK985_33,w,0.0,UK985_32
UK985_34,b,19.58096729978461,travel
UK985_34,w,0.0,UK985_33
UK985_35,b,14.602803738317757,travel
UK985_35,w,0.0,UK985_34
UK985_36,b,19.58096729978461,travel
UK985_36,w,0.0,UK985_35
UK985_37,b,19.58096729978461,travel
UK985_37,w,0.0,UK985_36
UK985_38,b,19.58096729978461,travel
UK985_38,w,0.0,UK985_37
UK985_39,b,19.58096729978461,travel
UK985_39,w,0.0,UK985_38
UK985_4,b,11.755025273304337,travel
UK985_4,w,0.0,UK985_3
UK985_40,b,12.746972594008923,travel
UK985_40,w,0.0,UK985_39
UK985_41,b,19.58096729978461,travel
UK985_41,w,0.0,UK985_40
UK985_42,b,14.602803738317757,travel
UK985_42,w,0.0,UK985_41
UK985_43,b,17.43071291615827,travel
UK985_43,w,0.0,UK985_42
UK985_44,b,19.18649270913277,travel
UK985_44,w,0.0,UK985_43
UK985_45,b,17.43071291615827,travel
UK985_45,w,0.0,UK985_44
UK985_46,b,17.755681818181817,travel
UK985_46,w,0.0,UK985_45
UK985_47,b,9.847365829640571,travel
UK985_47,w,0.0,UK985_46
UK985_48,b,16.24167614097775,travel
UK985_48,w,0.0,UK985_47
UK985_49,b,9.847365829640571,travel
UK985_49,w,0.0,UK985_48
UK985_5,b,7.122507122507122,travel
UK985_5,w,0.0,UK985_4
UK985_6,b,13.601741022850925,travel
UK985_6,w,0.0,UK985_5
UK985_7,b,9.918666931164452,travel
UK985_7,w,0.0,UK985_6
UK985_8,b,17.664723547076488,travel
UK985_8,w,0.0,UK985_7
UK985_9,b,17.664723547076488,travel
UK985_9,w,0.0,UK985_8
UK993_0,b,5.184033177812338,travel
UK993_1,b,5.184033177812338,travel
UK993_1,w,0.0,UK993_0
UK993_10,b,19.66955153422502,travel
UK993_10,w,0.0,UK993_9
UK993_11,b,19.66955153422502,travel
UK993_11,w,0.0,UK993_10
UK993_12,b,17.828489926903192,travel
UK993_12,w,0.0,UK993_11
UK993_13,b,17.924359204158453,travel
UK993_13,w,0.0,UK993_12
UK993_14,b,14.716703458425313,travel
UK993_14,w,0.0,UK993_13
UK993_15,b,17.924359204158453,travel
UK993_15,w,0.0,UK993_14
UK993_16,b,19.786307874950534,travel
UK993_16,w,0.0,UK993_15
UK993_17,b,17.924359204158453,travel
UK993_17,w,0.0,UK993_16
UK993_18,b,19.38360147315371,travel
UK993_18,w,0.0,UK993_17
UK993_19,b,19.786307874950534,travel
UK993_19,w,0.0,UK993_18
UK993_2,b,15.762925598991172,travel
UK993_2,w,0.0,UK993_1
UK993_20,b,17.924359204158453,travel
UK993_20,w,0.0,UK993_19
UK993_21,b,14.716703458425313,travel
UK993_21,w,0.0,UK993_20
UK993_22,b,19.38360147315371,travel
UK993_22,w,0.0,UK993_21
UK993_23,b,19.786307874950534,travel
UK993_23,w,0.0,UK993_22
UK993_24,b,19.786307874950534,travel
UK993_24,w,0.0,UK993_23
UK993_25,b,19.38360147315371,travel
UK993_25,w,0.0,UK993_24
UK993_26,b,19.786307874950534,travel
UK993_26,w,0.0,UK993_25
UK993_27,b,19.786307874950534,travel
UK993_27,w,0.0,UK993_26
UK993_28,b,17.593244194229417,travel
UK993_28,w,0.0,UK993_27
UK993_29,b,19.786307874950534,travel
UK993_29,w,0.0,UK993_28
UK993_3,b,13.700506918755995,travel
UK993_3,w,0.0,UK993_2
UK993_30,b,19.786307874950534,travel
UK993_30,w,0.0,UK993_29
UK993_31,b,19.786307874950534,travel
UK993_31,w,0.0,UK993_30
UK993_32,b,19.786307874950534,travel
UK993_32,w,0.0,UK993_31
UK993_33,b,19.786307874950534,travel
UK993_33,w,0.0,UK993_32
UK993_34,b,19.786307874950534,travel
UK993_34,w,0.0,UK993_33
UK993_35,b,17.924359204158453,travel
UK993_35,w,0.0,UK993_34
UK993_36,b,19.786307874950534,travel
UK993_36,w,0.0,UK993_35
UK993_37,b,19.786307874950534,travel
UK993_37,w,0.0,UK993_36
UK993_38,b,19.786307874950534,travel
UK993_38,w,0.0,UK993_37
UK993_39,b,19.786307874950534,travel
UK993_39,w,0.0,UK993_38
UK993_4,b,17.828489926903192,travel
UK993_4,w,0.0,UK993_3
UK993_40,b,12.832028743744386,travel
UK993_40,w,0.0,UK993_39
UK993_41,b,13.007284079084288,travel
UK993_41,w,0.0,UK993_40
UK993_42,b,11.655011655011656,travel
UK993_42,w,0.0,UK993_41
UK993_43,b,12.832028743744386,travel
UK993_43,w,0.0,UK993_42
UK993_44,b,12.832028743744386,travel
UK993_44,w,0.0,UK993_43
UK993_45,b,19.38360147315371,travel
UK993_45,w,0.0,UK993_44
UK993_46,b,19.786307874950534,travel
UK993_46,w,0.0,UK993_45
UK993_47,b,14.716703458425313,travel
UK993_47,w,0.0,UK993_46
UK993_48,b,13.007284079084288,travel
UK993_48,w,0.0,UK993_47
UK993_49,b,13.007284079084288,travel
UK993_49,w,0.0,UK993_48
UK993_5,b,17.828489926903192,travel
UK993_5,w,0.0,UK993_4
UK993_6,b,15.762925598991172,travel
UK993_6,w,0.0,UK993_5
UK993_7,b,11.755025273304337,travel
UK993_7,w,0.0,UK993_6
UK993_8,b,19.66955153422502,travel
UK993_8,w,0.0,UK993_7
UK993_9,b,19.66955153422502,travel
UK993_9,w,0.0,UK993_8
UK995_0,b,5.184033177812338,travel
UK995_1,b,5.184033177812338,travel
UK995_1,w,0.0,UK995_0
UK995_10,b,19.876764062810576,travel
UK995_10,w,0.0,UK995_9
UK995_11,b,16.02820964898221,travel
UK995_11,w,0.0,UK995_10
UK995_12,b,19.876764062810576,travel
UK995_12,w,0.0,UK995_11
UK995_13,b,18.09299800977022,travel
UK995_13,w,0.0,UK995_12
UK995_14,b,16.523463317911435,travel
UK995_14,w,0.0,UK995_13
UK995_15,b,18.09299800977022,travel
UK995_15,w,0.0,UK995_14
UK995_16,b,0.0,UK995_15
UK995_16,w,0.0,UK995_15
UK995_17,b,19.99200319872051,travel
UK995_17,w,0.0,UK995_16
UK995_18,b,17.755681818181817,travel
UK995_18,w,0.0,UK995_17
UK995_19,b,18.09299800977022,travel
UK995_19,w,0.0,UK995_18
UK995_2,b,14.001680201624195,travel
UK995_2,w,0.0,UK995_1
UK995_20,b,19.99200319872051,travel
UK995_20,w,0.0,UK995_19
UK995_21,b,16.523463317911435,travel
UK995_21,w,0.0,UK995_20
UK995_22,b,17.755681818181817,travel
UK995_22,w,0.0,UK995_21
UK995_23,b,19.99200319872051,travel
UK995_23,w,0.0,UK995_22
UK995_24,b,19.99200319872051,travel
UK995_24,w,0.0,UK995_23
UK995_25,b,19.58096729978461,travel
UK995_25,w,0.0,UK995_24
UK995_26,b,19.99200319872051,travel
UK995_26,w,0.0,UK995_25
UK995_27,b,19.99200319872051,travel
UK995_27,w,0.0,UK995_26
UK995_28,b,19.58096729978461,travel
UK995_28,w,0.0,UK995_27
UK995_29,b,19.99200319872051,travel
UK995_29,w,0.0,UK995_28
UK995_3,b,14.001680201624195,travel
UK995_3,w,0.0,UK995_2
UK995_30,b,19.99200319872051,travel
UK995_30,w,0.0,UK995_29
UK995_31,b,19.99200319872051,travel
UK995_31,w,0.0,UK995_30
UK995_32,b,19.99200319872051,travel
UK995_32,w,0.0,UK995_31
